,0,1,2
1665,319,218,0
1666,319,295,0
1667,319,300,0
1668,319,310,0
1669,319,319,0
1670,319,331,0
1671,319,346,0
1672,319,361,0
1673,319,366,0
1674,319,372,0
1675,319,382,0
1676,319,397,0
1677,319,406,0
1678,320,5,0
1679,320,33,0
1680,320,52,0
1681,320,70,0
1682,320,77,0
1683,320,217,0
1684,320,274,0
1685,320,292,0
1686,320,301,0
1687,320,316,0
1688,320,327,0
1689,320,335,0
1690,320,343,0
1691,320,350,0
1692,320,385,0
1693,320,408,0
1694,321,10,0
1695,321,28,0
1696,321,47,0
1697,321,62,0
1698,321,217,0
1699,321,225,0
1700,321,282,0
1701,321,297,0
1702,321,311,0
1703,321,331,0
1704,321,350,0
1705,321,375,0
1706,321,382,0
1707,321,397,0
1708,321,406,0
1709,322,15,0
1710,322,37,0
1711,322,62,0
1712,322,75,0
1713,322,101,0
1714,322,272,0
1715,322,286,0
1716,322,301,0
1717,322,320,0
1718,322,331,0
1719,322,357,0
1720,322,386,0
1721,322,392,0
1722,322,403,0
1723,323,13,0
1724,323,54,0
1725,323,77,0
1726,323,87,0
1727,323,219,0
1728,323,224,0
1729,323,278,0
1730,323,289,0
1731,323,294,0
1732,323,302,0
1733,323,321,0
1734,323,333,0
1735,323,338,0
1736,323,346,0
1737,323,353,0
1738,323,364,0
1739,323,376,0
1740,323,390,0
1741,323,405,0
1742,324,17,0
1743,324,30,0
1744,324,54,0
1745,324,75,0
1746,324,82,0
1747,324,92,0
1748,324,100,0
1749,324,227,0
1750,324,275,0
1751,324,298,0
1752,324,307,0
1753,324,322,0
1754,324,328,0
1755,324,343,0
1756,324,358,0
1757,324,376,0
1758,324,397,0
1759,324,407,0
1760,325,16,0
1761,325,27,0
1762,325,42,0
1763,325,54,0
1764,325,88,0
1765,325,98,0
1766,325,218,0
1767,325,259,0
1768,325,264,0
1769,325,275,0
1770,325,283,0
1771,325,298,0
1772,325,307,0
1773,325,328,0
1774,325,350,0
1775,325,368,0
1776,325,381,0
1777,325,391,0
1778,325,402,0
1779,326,7,0
1780,326,23,0
1781,326,34,0
1782,326,42,0
1783,326,53,0
1784,326,76,0
1785,326,180,0
1786,326,266,0
1787,326,280,0
1788,326,295,0
1789,326,306,0
1790,326,329,0
1791,326,351,0
1792,326,362,0
1793,326,384,0
1794,326,403,0
1795,327,10,0
1796,327,17,0
1797,327,26,0
1798,327,38,0
1799,327,50,0
1800,327,80,0
1801,327,181,0
1802,327,221,0
1803,327,278,0
1804,327,290,0
1805,327,295,0
1806,327,323,0
1807,327,347,0
1808,327,358,0
1809,327,366,0
1810,327,381,0
1811,327,394,0
1812,327,405,0
1813,328,18,0
1814,328,35,0
1815,328,51,0
1816,328,71,0
1817,328,177,0
1818,328,187,0
1819,328,234,0
1820,328,275,0
1821,328,280,0
1822,328,297,0
1823,328,305,0
1824,328,323,0
1825,328,336,0
1826,328,355,0
1827,328,368,0
1828,328,380,0
1829,328,394,0
1830,328,404,0
1831,329,10,0
1832,329,18,0
1833,329,27,0
1834,329,36,0
1835,329,53,0
1836,329,68,0
1837,329,78,0
1838,329,116,0
1839,329,184,0
1840,329,222,0
1841,329,232,0
1842,329,238,0
1843,329,271,0
1844,329,286,0
1845,329,307,0
1846,329,323,0
1847,329,335,0
1848,329,356,0
1849,329,366,0
1850,329,383,0
1851,330,3,0
1852,330,15,0
1853,330,38,0
1854,330,64,0
1855,330,77,0
1856,330,92,0
1857,330,115,0
1858,330,134,0
1859,330,190,0
1860,330,230,0
1861,330,271,0
1862,330,287,0
1863,330,304,0
1864,330,312,0
1865,330,335,0
1866,330,346,0
1867,330,352,0
1868,330,366,0
1869,330,382,0
1870,330,406,0
1871,331,12,0
1872,331,24,0
1873,331,33,0
1874,331,42,0
1875,331,53,0
1876,331,61,0
1877,331,71,0
1878,331,111,0
1879,331,129,0
1880,331,178,0
1881,331,192,0
1882,331,230,0
1883,331,286,0
1884,331,300,0
1885,331,321,0
1886,331,331,0
1887,331,339,0
1888,331,361,0
1889,331,381,0
1890,331,403,0
1891,332,28,0
1892,332,37,0
1893,332,65,0
1894,332,79,0
1895,332,94,0
1896,332,107,0
1897,332,112,0
1898,332,122,0
1899,332,128,0
1900,332,182,0
1901,332,193,0
1902,332,227,0
1903,332,264,0
1904,332,275,0
1905,332,287,0
1906,332,297,0
1907,332,308,0
1908,332,331,0
1909,332,345,0
1910,332,355,0
1911,332,363,0
1912,332,379,0
1913,332,398,0
1914,333,8,0
1915,333,16,0
1916,333,24,0
1917,333,32,0
1918,333,47,0
1919,333,60,0
1920,333,70,0
1921,333,83,0
1922,333,88,0
1923,333,98,0
1924,333,103,0
1925,333,118,0
1926,333,162,0
1927,333,195,0
1928,333,231,0
1929,333,261,0
1930,333,280,0
1931,333,293,0
1932,333,300,0
1933,333,314,0
1934,333,324,0
1935,333,339,0
1936,333,352,0
1937,333,373,0
1938,333,398,0
1939,333,408,0
1940,334,6,0
1941,334,29,0
1942,334,40,0
1943,334,55,0
1944,334,66,0
1945,334,92,0
1946,334,115,0
1947,334,129,0
1948,334,178,0
1949,334,188,0
1950,334,226,0
1951,334,262,0
1952,334,269,0
1953,334,281,0
1954,334,301,0
1955,334,311,0
1956,334,324,0
1957,334,334,0
1958,334,349,0
1959,334,366,0
1960,334,376,0
1961,334,397,0
1962,334,408,0
1963,335,14,0
1964,335,31,0
1965,335,40,0
1966,335,56,0
1967,335,68,0
1968,335,95,0
1969,335,125,0
1970,335,173,0
1971,335,185,0
1972,335,198,0
1973,335,234,0
1974,335,281,0
1975,335,297,0
1976,335,309,0
1977,335,324,0
1978,335,341,0
1979,335,356,0
1980,335,370,0
1981,335,380,0
1982,336,2,0
1983,336,7,0
1984,336,16,0
1985,336,34,0
1986,336,66,0
1987,336,96,0
1988,336,127,0
1989,336,177,0
1990,336,199,0
1991,336,233,0
1992,336,268,0
1993,336,287,0
1994,336,300,0
1995,336,315,0
1996,336,329,0
1997,336,341,0
1998,336,353,0
1999,336,365,0
2000,336,375,0
2001,336,390,0
2002,337,0,0
2003,337,18,0
2004,337,27,0
2005,337,32,0
2006,337,43,0
2007,337,53,0
2008,337,58,0
2009,337,69,0
2010,337,99,0
2011,337,118,0
2012,337,172,0
2013,337,223,0
2014,337,263,0
2015,337,272,0
2016,337,288,0
2017,337,299,0
2018,337,315,0
2019,337,323,0
2020,337,333,0
2021,337,343,0
2022,337,360,0
2023,337,372,0
2024,337,404,0
2025,338,39,0
2026,338,48,0
2027,338,66,0
2028,338,104,0
2029,338,156,0
2030,338,190,0
2031,338,224,0
2032,338,230,0
2033,338,268,0
2034,338,275,0
2035,338,287,0
2036,338,297,0
2037,338,307,0
2038,338,324,0
2039,338,337,0
2040,338,350,0
2041,338,365,0
2042,338,379,0
2043,338,388,0
2044,338,400,0
2045,339,6,0
2046,339,23,0
2047,339,36,0
2048,339,64,0
2049,339,107,0
2050,339,119,0
2051,339,173,0
2052,339,200,0
2053,339,260,0
2054,339,278,0
2055,339,287,0
2056,339,303,0
2057,339,315,0
2058,339,325,0
2059,339,344,0
2060,339,352,0
2061,339,371,0
2062,339,383,0
2063,339,400,0
2064,340,5,0
2065,340,23,0
2066,340,38,0
2067,340,66,0
2068,340,76,0
2069,340,117,0
2070,340,127,0
2071,340,171,0
2072,340,201,0
2073,340,232,0
2074,340,263,0
2075,340,277,0
2076,340,295,0
2077,340,314,0
2078,340,326,0
2079,340,339,0
2080,340,353,0
2081,340,372,0
2082,340,379,0
2083,340,393,0
2084,340,404,0
2085,341,14,0
2086,341,40,0
2087,341,59,0
2088,341,73,0
2089,341,111,0
2090,341,124,0
2091,341,173,0
2092,341,225,0
2093,341,257,0
2094,341,277,0
2095,341,298,0
2096,341,314,0
2097,341,328,0
2098,341,351,0
2099,341,370,0
2100,341,379,0
2101,341,397,0
2102,342,6,0
2103,342,22,0
2104,342,52,0
2105,342,79,0
2106,342,148,0
2107,342,161,0
2108,342,202,0
2109,342,257,0
2110,342,272,0
2111,342,289,0
2112,342,296,0
2113,342,316,0
2114,342,328,0
2115,342,346,0
2116,342,372,0
2117,342,383,0
2118,342,400,0
2119,343,10,0
2120,343,42,0
2121,343,60,0
2122,343,74,0
2123,343,112,0
2124,343,124,0
2125,343,154,0
2126,343,203,0
2127,343,225,0
2128,343,258,0
2129,343,271,0
2130,343,299,0
2131,343,312,0
2132,343,320,0
2133,343,334,0
2134,343,356,0
2135,343,380,0
2136,343,397,0
2137,343,407,0
2138,344,5,0
2139,344,15,0
2140,344,54,0
2141,344,65,0
2142,344,88,0
2143,344,120,0
2144,344,151,0
2145,344,162,0
2146,344,225,0
2147,344,261,0
2148,344,271,0
2149,344,297,0
2150,344,307,0
2151,344,324,0
2152,344,335,0
2153,344,346,0
2154,344,356,0
2155,344,380,0
2156,344,392,0
2157,344,398,0
2158,345,1,0
2159,345,16,0
2160,345,37,0
2161,345,44,0
2162,345,62,0
2163,345,77,0
2164,345,112,0
2165,345,130,0
2166,345,151,0
2167,345,160,0
2168,345,203,0
2169,345,230,0
2170,345,269,0
2171,345,297,0
2172,345,308,0
2173,345,321,0
2174,345,335,0
2175,345,348,0
2176,345,361,0
2177,345,385,0
2178,345,394,0
2179,346,2,0
2180,346,13,0
2181,346,26,0
2182,346,56,0
2183,346,66,0
2184,346,87,0
2185,346,123,0
2186,346,132,0
2187,346,156,0
2188,346,194,0
2189,346,231,0
2190,346,292,0
2191,346,308,0
2192,346,322,0
2193,346,332,0
2194,346,352,0
2195,346,369,0
2196,346,385,0
2197,346,398,0
2198,347,3,0
2199,347,15,0
2200,347,49,0
2201,347,63,0
2202,347,87,0
2203,347,127,0
2204,347,152,0
2205,347,165,0
2206,347,224,0
2207,347,256,0
2208,347,299,0
2209,347,311,0
2210,347,331,0
2211,347,352,0
2212,347,368,0
2213,347,386,0
2214,347,400,0
2215,348,26,0
2216,348,56,0
2217,348,76,0
2218,348,90,0
2219,348,129,0
2220,348,139,0
2221,348,158,0
2222,348,224,0
2223,348,255,0
2224,348,299,0
2225,348,311,0
2226,348,326,0
2227,348,345,0
2228,348,360,0
2229,348,389,0
2230,348,398,0
2231,349,2,0
2232,349,14,0
2233,349,42,0
2234,349,59,0
2235,349,64,0
2236,349,74,0
2237,349,94,0
2238,349,131,0
2239,349,151,0
2240,349,167,0
2241,349,226,0
2242,349,292,0
2243,349,319,0
2244,349,332,0
2245,349,348,0
2246,349,360,0
2247,349,371,0
2248,349,390,0
2249,350,2,0
2250,350,19,0
2251,350,44,0
2252,350,52,0
2253,350,70,0
2254,350,90,0
2255,350,135,0
2256,350,151,0
2257,350,164,0
2258,350,222,0
2259,350,293,0
2260,350,315,0
2261,350,332,0
2262,350,341,0
2263,350,351,0
2264,350,362,0
2265,350,385,0
2266,350,403,0
2267,351,25,0
2268,351,56,0
2269,351,61,0
2270,351,75,0
2271,351,92,0
2272,351,138,0
2273,351,153,0
2274,351,168,0
2275,351,204,0
2276,351,249,0
2277,351,258,0
2278,351,297,0
2279,351,306,0
2280,351,321,0
2281,351,330,0
2282,351,342,0
2283,351,355,0
2284,351,386,0
2285,351,403,0
2286,352,20,0
2287,352,46,0
2288,352,63,0
2289,352,75,0
2290,352,94,0
2291,352,141,0
2292,352,157,0
2293,352,171,0
2294,352,204,0
2295,352,229,0
2296,352,252,0
2297,352,291,0
2298,352,314,0
2299,352,322,0
2300,352,338,0
2301,352,355,0
2302,352,389,0
2303,352,403,0
2304,353,14,0
2305,353,24,0
2306,353,50,0
2307,353,64,0
2308,353,69,0
2309,353,91,0
2310,353,141,0
2311,353,157,0
2312,353,198,0
2313,353,225,0
2314,353,258,0
2315,353,289,0
2316,353,308,0
2317,353,318,0
2318,353,338,0
2319,353,352,0
2320,353,368,0
2321,353,386,0
2322,353,403,0
2323,354,19,0
2324,354,46,0
2325,354,69,0
2326,354,76,0
2327,354,97,0
2328,354,147,0
2329,354,156,0
2330,354,203,0
2331,354,236,0
2332,354,255,0
2333,354,287,0
2334,354,310,0
2335,354,322,0
2336,354,336,0
2337,354,344,0
2338,354,361,0
2339,354,387,0
2340,354,402,0
2341,355,12,0
2342,355,24,0
2343,355,52,0
2344,355,64,0
2345,355,76,0
2346,355,92,0
2347,355,99,0
2348,355,128,0
2349,355,154,0
2350,355,201,0
2351,355,232,0
2352,355,250,0
2353,355,286,0
2354,355,307,0
2355,355,320,0
2356,355,337,0
2357,355,354,0
2358,355,371,0
2359,355,398,0
2360,356,20,0
2361,356,31,0
2362,356,55,0
2363,356,69,0
2364,356,87,0
2365,356,102,0
2366,356,141,0
2367,356,155,0
2368,356,177,0
2369,356,233,0
2370,356,252,0
2371,356,281,0
2372,356,297,0
2373,356,306,0
2374,356,315,0
2375,356,322,0
2376,356,337,0
2377,356,359,0
2378,356,388,0
2379,356,399,0
2380,357,6,0
2381,357,18,0
2382,357,33,0
2383,357,48,0
2384,357,58,0
2385,357,64,0
2386,357,73,0
2387,357,89,0
2388,357,98,0
2389,357,107,0
2390,357,148,0
2391,357,169,0
2392,357,225,0
2393,357,249,0
2394,357,281,0
2395,357,304,0
2396,357,315,0
2397,357,337,0
2398,357,356,0
2399,357,388,0
2400,358,3,0
2401,358,21,0
2402,358,30,0
2403,358,48,0
2404,358,70,0
2405,358,89,0
2406,358,107,0
2407,358,144,0
2408,358,157,0
2409,358,167,0
2410,358,203,0
2411,358,234,0
2412,358,277,0
2413,358,295,0
2414,358,308,0
2415,358,324,0
2416,358,334,0
2417,358,350,0
2418,358,373,0
2419,359,3,0
2420,359,16,0
2421,359,46,0
2422,359,54,0
2423,359,74,0
2424,359,93,0
2425,359,106,0
2426,359,148,0
2427,359,156,0
2428,359,169,0
2429,359,223,0
2430,359,255,0
2431,359,285,0
2432,359,298,0
2433,359,306,0
2434,359,313,0
2435,359,328,0
2436,359,346,0
2437,359,356,0
2438,359,370,0
2439,359,398,0
2440,360,4,0
2441,360,17,0
2442,360,30,0
2443,360,46,0
2444,360,58,0
2445,360,77,0
2446,360,96,0
2447,360,110,0
2448,360,152,0
2449,360,170,0
2450,360,223,0
2451,360,246,0
2452,360,257,0
2453,360,278,0
2454,360,291,0
2455,360,312,0
2456,360,323,0
2457,360,333,0
2458,360,353,0
2459,360,365,0
2460,360,398,0
2461,361,8,0
2462,361,23,0
2463,361,54,0
2464,361,70,0
2465,361,98,0
2466,361,108,0
2467,361,148,0
2468,361,163,0
2469,361,200,0
2470,361,235,0
2471,361,244,0
2472,361,259,0
2473,361,277,0
2474,361,285,0
2475,361,298,0
2476,361,318,0
2477,361,334,0
2478,361,352,0
2479,361,384,0
2480,362,6,0
2481,362,17,0
2482,362,49,0
2483,362,88,0
2484,362,109,0
2485,362,128,0
2486,362,167,0
2487,362,178,0
2488,362,222,0
2489,362,242,0
2490,362,255,0
2491,362,272,0
2492,362,283,0
2493,362,312,0
2494,362,328,0
2495,362,350,0
2496,362,367,0
2497,362,403,0
2498,363,17,0
2499,363,63,0
2500,363,69,0
2501,363,91,0
2502,363,109,0
2503,363,157,0
2504,363,172,0
2505,363,198,0
2506,363,235,0
2507,363,246,0
2508,363,267,0
2509,363,278,0
2510,363,287,0
2511,363,320,0
2512,363,332,0
2513,363,345,0
2514,363,361,0
2515,363,398,0
2516,364,11,0
2517,364,21,0
2518,364,55,0
2519,364,93,0
2520,364,115,0
2521,364,163,0
2522,364,174,0
2523,364,221,0
2524,364,247,0
2525,364,255,0
2526,364,261,0
2527,364,276,0
2528,364,298,0
2529,364,326,0
2530,364,343,0
2531,364,358,0
2532,365,4,0
2533,365,16,0
2534,365,56,0
2535,365,62,0
2536,365,90,0
2537,365,109,0
2538,365,158,0
2539,365,175,0
2540,365,202,0
2541,365,241,0
2542,365,260,0
2543,365,272,0
2544,365,287,0
2545,365,317,0
2546,365,338,0
2547,365,350,0
2548,365,384,0
2549,365,402,0
2550,366,15,0
2551,366,50,0
2552,366,70,0
2553,366,78,0
2554,366,99,0
2555,366,129,0
2556,366,169,0
2557,366,181,0
2558,366,221,0
2559,366,250,0
2560,366,279,0
2561,366,302,0
2562,366,323,0
2563,366,333,0
2564,366,350,0
2565,366,377,0
2566,366,387,0
2567,367,11,0
2568,367,48,0
2569,367,66,0
2570,367,81,0
2571,367,111,0
2572,367,159,0
2573,367,176,0
2574,367,197,0
2575,367,225,0
2576,367,241,0
2577,367,253,0
2578,367,262,0
2579,367,279,0
2580,367,287,0
2581,367,306,0
2582,367,324,0
2583,367,336,0
2584,367,349,0
2585,367,364,0
2586,367,382,0
2587,367,399,0
2588,368,11,0
2589,368,36,0
2590,368,62,0
2591,368,75,0
2592,368,107,0
2593,368,129,0
2594,368,162,0
2595,368,174,0
2596,368,184,0
2597,368,199,0
2598,368,230,0
2599,368,238,0
2600,368,247,0
2601,368,262,0
2602,368,271,0
2603,368,299,0
2604,368,320,0
2605,368,336,0
2606,368,350,0
2607,368,370,0
2608,368,380,0
2609,368,401,0
2610,369,12,0
2611,369,49,0
2612,369,71,0
2613,369,95,0
2614,369,114,0
2615,369,134,0
2616,369,173,0
2617,369,189,0
2618,369,221,0
2619,369,229,0
2620,369,249,0
2621,369,270,0
2622,369,281,0
2623,369,291,0
2624,369,317,0
2625,369,332,0
2626,369,342,0
2627,369,360,0
2628,369,371,0
2629,369,400,0
2630,370,6,0
2631,370,17,0
2632,370,25,0
2633,370,33,0
2634,370,53,0
2635,370,71,0
2636,370,95,0
2637,370,111,0
2638,370,138,0
2639,370,162,0
2640,370,185,0
2641,370,194,0
2642,370,223,0
2643,370,247,0
2644,370,260,0
2645,370,275,0
2646,370,297,0
2647,370,320,0
2648,370,339,0
2649,370,361,0
2650,370,370,0
2651,370,384,0
2652,370,404,0
2653,371,13,0
2654,371,33,0
2655,371,60,0
2656,371,73,0
2657,371,89,0
2658,371,101,0
2659,371,117,0
2660,371,151,0
2661,371,175,0
2662,371,191,0
2663,371,223,0
2664,371,233,0
2665,371,254,0
2666,371,271,0
2667,371,282,0
2668,371,295,0
2669,371,323,0
2670,371,334,0
2671,371,347,0
2672,371,364,0
2673,371,385,0
2674,372,4,0
2675,372,18,0
2676,372,25,0
2677,372,35,0
2678,372,64,0
2679,372,86,0
2680,372,98,0
2681,372,109,0
2682,372,125,0
2683,372,134,0
2684,372,151,0
2685,372,165,0
2686,372,173,0
2687,372,188,0
2688,372,219,0
2689,372,241,0
2690,372,254,0
2691,372,270,0
2692,372,282,0
2693,372,299,0
2694,372,324,0
2695,372,346,0
2696,372,365,0
2697,372,378,0
2698,372,391,0
2699,373,3,0
2700,373,17,0
2701,373,34,0
2702,373,71,0
2703,373,79,0
2704,373,95,0
2705,373,107,0
2706,373,116,0
2707,373,129,0
2708,373,137,0
2709,373,154,0
2710,373,170,0
2711,373,189,0
2712,373,194,0
2713,373,201,0
2714,373,231,0
2715,373,245,0
2716,373,257,0
2717,373,266,0
2718,373,276,0
2719,373,288,0
2720,373,296,0
2721,373,301,0
2722,373,323,0
2723,373,334,0
2724,373,348,0
2725,373,361,0
2726,373,385,0
2727,373,399,0
2728,374,11,0
2729,374,17,0
2730,374,29,0
2731,374,64,0
2732,374,70,0
2733,374,90,0
2734,374,103,0
2735,374,116,0
2736,374,127,0
2737,374,142,0
2738,374,176,0
2739,374,190,0
2740,374,217,0
2741,374,224,0
2742,374,234,0
2743,374,256,0
2744,374,280,0
2745,374,291,0
2746,374,316,0
2747,374,329,0
2748,374,347,0
2749,374,361,0
2750,374,373,0
2751,374,388,0
2752,375,4,0
2753,375,22,0
2754,375,53,0
2755,375,74,0
2756,375,100,0
2757,375,116,0
2758,375,131,0
2759,375,154,0
2760,375,172,0
2761,375,185,0
2762,375,196,0
2763,375,213,0
2764,375,233,0
2765,375,244,0
2766,375,270,0
2767,375,276,0
2768,375,294,0
2769,375,315,0
2770,375,326,0
2771,375,340,0
2772,375,354,0
2773,375,373,0
2774,375,380,0
2775,375,405,0
2776,376,9,0
2777,376,48,0
2778,376,56,0
2779,376,71,0
2780,376,78,0
2781,376,96,0
2782,376,114,0
2783,376,133,0
2784,376,164,0
2785,376,184,0
2786,376,198,0
2787,376,212,0
2788,376,228,0
2789,376,253,0
2790,376,280,0
2791,376,299,0
2792,376,315,0
2793,376,327,0
2794,376,340,0
2795,376,359,0
2796,376,384,0
2797,376,401,0
2798,377,9,0
2799,377,16,0
2800,377,33,0
2801,377,48,0
2802,377,67,0
2803,377,91,0
2804,377,107,0
2805,377,113,0
2806,377,124,0
2807,377,143,0
2808,377,154,0
2809,377,179,0
2810,377,188,0
2811,377,207,0
2812,377,218,0
2813,377,243,0
2814,377,250,0
2815,377,279,0
2816,377,293,0
2817,377,316,0
2818,377,329,0
2819,377,340,0
2820,377,355,0
2821,377,372,0
2822,377,389,0
2823,377,407,0
2824,378,14,0
2825,378,30,0
2826,378,48,0
2827,378,57,0
2828,378,72,0
2829,378,85,0
2830,378,103,0
2831,378,119,0
2832,378,131,0
2833,378,153,0
2834,378,178,0
2835,378,199,0
2836,378,216,0
2837,378,246,0
2838,378,269,0
2839,378,278,0
2840,378,313,0
2841,378,327,0
2842,378,341,0
2843,378,361,0
2844,378,373,0
2845,378,387,0
2846,378,408,0
2847,379,19,0
2848,379,43,0
2849,379,59,0
2850,379,67,0
2851,379,82,0
2852,379,95,0
2853,379,105,0
2854,379,130,0
2855,379,139,0
2856,379,164,0
2857,379,175,0
2858,379,203,0
2859,379,216,0
2860,379,228,0
2861,379,245,0
2862,379,274,0
2863,379,288,0
2864,379,309,0
2865,379,318,0
2866,379,326,0
2867,379,339,0
2868,379,353,0
2869,379,365,0
2870,379,376,0
2871,379,385,0
2872,380,15,0
2873,380,22,0
2874,380,44,0
2875,380,52,0
2876,380,72,0
2877,380,95,0
2878,380,105,0
2879,380,137,0
2880,380,145,0
2881,380,169,0
2882,380,185,0
2883,380,199,0
2884,380,218,0
2885,380,240,0
2886,380,267,0
2887,380,283,0
2888,380,291,0
2889,380,318,0
2890,380,328,0
2891,380,339,0
2892,380,354,0
2893,380,361,0
2894,380,377,0
2895,380,389,0
2896,381,11,0
2897,381,33,0
2898,381,38,0
2899,381,50,0
2900,381,58,0
2901,381,72,0
2902,381,95,0
2903,381,103,0
2904,381,127,0
2905,381,139,0
2906,381,150,0
2907,381,165,0
2908,381,179,0
2909,381,188,0
2910,381,212,0
2911,381,227,0
2912,381,242,0
2913,381,267,0
2914,381,282,0
2915,381,311,0
2916,381,329,0
2917,381,335,0
2918,381,343,0
2919,381,362,0
2920,381,380,0
2921,381,391,0
2922,382,14,0
2923,382,42,0
2924,382,47,0
2925,382,73,0
2926,382,93,0
2927,382,108,0
2928,382,128,0
2929,382,140,0
2930,382,154,0
2931,382,170,0
2932,382,181,0
2933,382,191,0
2934,382,196,0
2935,382,211,0
2936,382,227,0
2937,382,249,0
2938,382,287,0
2939,382,314,0
2940,382,348,0
2941,382,365,0
2942,382,379,0
2943,382,399,0
2944,383,20,0
2945,383,40,0
2946,383,57,0
2947,383,75,0
2948,383,94,0
2949,383,105,0
2950,383,117,0
2951,383,136,0
2952,383,149,0
2953,383,167,0
2954,383,179,0
2955,383,189,0
2956,383,214,0
2957,383,227,0
2958,383,237,0
2959,383,280,0
2960,383,305,0
2961,383,321,0
2962,383,348,0
2963,383,363,0
2964,383,376,0
2965,383,395,0
2966,384,18,0
2967,384,40,0
2968,384,54,0
2969,384,74,0
2970,384,81,0
2971,384,97,0
2972,384,110,0
2973,384,128,0
2974,384,138,0
2975,384,154,0
2976,384,178,0
2977,384,194,0
2978,384,205,0
2979,384,216,0
2980,384,222,0
2981,384,280,0
2982,384,308,0
2983,384,315,0
2984,384,340,0
2985,384,358,0
2986,384,370,0
2987,384,380,0
2988,385,1,0
2989,385,20,0
2990,385,32,0
2991,385,45,0
2992,385,53,0
2993,385,81,0
2994,385,97,0
2995,385,108,0
2996,385,116,0
2997,385,130,0
2998,385,141,0
2999,385,149,0
3000,385,176,0
3001,385,188,0
3002,385,201,0
3003,385,214,0
3004,385,225,0
3005,385,238,0
3006,385,304,0
3007,385,328,0
3008,385,358,0
3009,385,371,0
3010,385,378,0
3011,385,395,0
3012,385,408,0
3013,386,26,0
3014,386,46,0
3015,386,58,0
3016,386,86,0
3017,386,100,0
3018,386,122,0
3019,386,134,0
3020,386,144,0
3021,386,159,0
3022,386,173,0
3023,386,187,0
3024,386,198,0
3025,386,207,0
3026,386,227,0
3027,386,236,0
3028,386,292,0
3029,386,318,0
3030,386,340,0
3031,386,358,0
3032,386,370,0
3033,386,378,0
3034,386,407,0
3035,387,14,0
3036,387,34,0
3037,387,58,0
3038,387,79,0
3039,387,89,0
3040,387,102,0
3041,387,125,0
3042,387,134,0
3043,387,145,0
3044,387,163,0
3045,387,172,0
3046,387,187,0
3047,387,206,0
3048,387,220,0
3049,387,304,0
3050,387,320,0
3051,387,351,0
3052,387,374,0
3053,387,383,0
3054,387,404,0
3055,388,15,0
3056,388,54,0
3057,388,66,0
3058,388,75,0
3059,388,86,0
3060,388,112,0
3061,388,125,0
3062,388,134,0
3063,388,149,0
3064,388,156,0
3065,388,164,0
3066,388,180,0
3067,388,196,0
3068,388,212,0
3069,388,229,0
3070,388,292,0
3071,388,329,0
3072,388,368,0
3073,388,377,0
3074,388,404,0
3075,389,12,0
3076,389,29,0
3077,389,52,0
3078,389,64,0
3079,389,80,0
3080,389,106,0
3081,389,132,0
3082,389,151,0
3083,389,167,0
3084,389,180,0
3085,389,196,0
3086,389,238,0
3087,389,294,0
3088,389,328,0
3089,389,355,0
3090,389,367,0
3091,389,380,0
3092,389,403,0
3093,390,14,0
3094,390,30,0
3095,390,43,0
3096,390,51,0
3097,390,63,0
3098,390,74,0
3099,390,108,0
3100,390,116,0
3101,390,122,0
3102,390,133,0
3103,390,147,0
3104,390,160,0
3105,390,169,0
3106,390,179,0
3107,390,209,0
3108,390,222,0
3109,390,283,0
3110,390,303,0
3111,390,309,0
3112,390,335,0
3113,390,350,0
3114,390,367,0
3115,390,400,0
3116,390,406,0
3117,391,14,0
3118,391,26,0
3119,391,34,0
3120,391,49,0
3121,391,69,0
3122,391,79,0
3123,391,115,0
3124,391,125,0
3125,391,141,0
3126,391,154,0
3127,391,164,0
3128,391,185,0
3129,391,209,0
3130,391,220,0
3131,391,236,0
3132,391,302,0
3133,391,322,0
3134,391,327,0
3135,391,341,0
3136,391,348,0
3137,391,360,0
3138,391,367,0
3139,391,399,0
3140,392,17,0
3141,392,28,0
3142,392,54,0
3143,392,68,0
3144,392,76,0
3145,392,126,0
3146,392,134,0
3147,392,146,0
3148,392,152,0
3149,392,165,0
3150,392,179,0
3151,392,194,0
3152,392,218,0
3153,392,239,0
3154,392,320,0
3155,392,340,0
3156,392,352,0
3157,392,363,0
3158,392,377,0
3159,393,6,0
3160,393,27,0
3161,393,54,0
3162,393,69,0
3163,393,105,0
3164,393,114,0
3165,393,134,0
3166,393,152,0
3167,393,167,0
3168,393,185,0
3169,393,199,0
3170,393,211,0
3171,393,247,0
3172,393,302,0
3173,393,314,0
3174,393,326,0
3175,393,336,0
3176,393,345,0
3177,393,360,0
3178,393,379,0
3179,394,17,0
3180,394,28,0
3181,394,53,0
3182,394,70,0
3183,394,77,0
3184,394,85,0
3185,394,106,0
3186,394,130,0
3187,394,140,0
3188,394,150,0
3189,394,169,0
3190,394,185,0
3191,394,198,0
3192,394,245,0
3193,394,305,0
3194,394,322,0
3195,394,338,0
3196,394,351,0
3197,394,378,0
3198,394,396,0
3199,395,22,0
3200,395,46,0
3201,395,77,0
3202,395,89,0
3203,395,104,0
3204,395,115,0
3205,395,126,0
3206,395,141,0
3207,395,159,0
3208,395,171,0
3209,395,183,0
3210,395,190,0
3211,395,200,0
3212,395,235,0
3213,395,247,0
3214,395,310,0
3215,395,334,0
3216,395,351,0
3217,395,371,0
3218,396,7,0
